ULPIN_ID,Scene_ID,Building_ID,Centroid_X,Centroid_Y,Footprint_Area_m2,Building_Height_m,Building_Volume_m3,Roof_Area_m2,Roof_Height_m,Roof_Centroid_X,Roof_Centroid_Y,Point_Count,Roof_Point_Count,Roof_Footprint_Ratio,Estimated_Floors,Building_Type,Usable_Roof_Area_m2,Estimated_Solar_Capacity_kW,Has_3D_Geometry,2D_Roof_ID,YOLO_Confidence,Roof_Pixel_X,Roof_Pixel_Y,Matched_ULPIN_ID,Matched_Building_ID,3D_Centroid_X,3D_Centroid_Y,3D_Scene3_Pixel_X,3D_Scene3_Pixel_Y,Pixel_Distance,Match_Score,Match_Accepted,Roof_Detected_2D,Data_Status,Solar_Data_Available
IN3D-01-0120,1,120,1.724,94.294,145.08,16.12,2338.22,137.93,5.07,2.398,94.307,5809,1376,0.951,5,High-rise,103.45,10.34,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0121,1,121,30.587,-76.184,211.32,16.22,3426.69,205.83,16.16,30.662,-76.195,6842,1708,0.974,5,High-rise,154.37,15.44,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0122,1,122,91.499,30.783,171.03,16.55,2830.15,155.94,5.03,92.078,31.279,8029,1787,0.912,6,High-rise,116.96,11.7,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0123,1,123,79.874,-96.442,178.83,8.06,1440.98,141.46,5.3,79.141,-98.201,1693,671,0.791,3,Mid-rise,106.1,10.61,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0124,1,124,87.399,78.831,145.3,16.69,2424.95,131.34,5.16,86.706,79.693,6198,1162,0.904,6,High-rise,98.5,9.85,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0125,1,125,71.745,-9.39,63.59,6.0,381.37,59.19,2.97,71.783,-9.274,1110,561,0.931,2,Low-rise,44.39,4.44,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0126,1,126,91.143,-17.737,140.02,15.22,2131.17,122.59,5.11,92.407,-17.357,5369,1374,0.876,5,High-rise,91.94,9.19,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0127,1,127,49.6,133.979,91.22,4.82,440.13,74.74,2.06,50.564,134.049,954,440,0.819,2,Low-rise,56.05,5.6,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0128,1,128,-1.352,116.188,50.54,3.9,197.34,47.32,2.02,-2.121,115.876,661,351,0.936,1,Single-storey,35.49,3.55,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0129,1,129,112.97,132.226,113.56,5.0,568.28,93.79,1.99,113.166,132.733,1410,514,0.826,2,Low-rise,70.34,7.03,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0130,1,130,33.998,117.726,35.07,4.93,173.0,29.52,1.79,33.352,117.711,753,227,0.842,2,Low-rise,22.14,2.21,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0131,1,131,37.075,132.175,59.78,5.11,305.55,49.66,2.67,36.3,133.197,792,256,0.831,2,Low-rise,37.24,3.72,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0132,1,132,-58.732,110.178,130.77,6.31,824.64,83.23,0.48,-59.314,108.347,1936,431,0.636,2,Low-rise,62.42,6.24,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0133,1,133,-27.773,-136.714,46.53,3.43,159.61,29.34,1.83,-28.794,-137.026,614,252,0.631,1,Single-storey,22.0,2.2,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0134,1,134,10.052,-95.378,53.46,3.6,192.32,51.19,0.74,10.522,-95.812,682,339,0.958,1,Single-storey,38.39,3.84,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0135,1,135,29.76,85.227,29.62,5.57,164.85,28.94,2.5,30.372,85.492,560,243,0.977,2,Low-rise,21.7,2.17,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0136,1,136,-13.813,-122.179,66.74,8.06,538.11,60.7,2.16,-14.327,-120.578,1008,439,0.909,3,Mid-rise,45.53,4.55,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0137,1,137,28.636,69.793,48.04,7.3,350.92,32.7,1.29,27.051,69.827,1290,140,0.681,2,Low-rise,24.52,2.45,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0138,1,138,-0.338,17.92,49.68,5.29,262.72,45.49,2.3,-0.393,18.027,952,347,0.916,2,Low-rise,34.12,3.41,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0139,1,139,-19.403,-11.544,151.56,15.72,2382.9,129.76,5.45,-18.295,-12.483,5622,1444,0.856,5,High-rise,97.32,9.73,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0140,1,140,66.09,34.994,89.74,8.73,783.75,79.71,1.02,67.311,34.035,2103,830,0.888,3,Mid-rise,59.78,5.98,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0141,1,141,75.72,41.02,152.99,16.53,2528.87,133.01,4.06,75.51,42.213,7653,1639,0.869,6,High-rise,99.76,9.98,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0142,1,142,14.031,132.433,183.45,16.65,3054.06,123.13,5.66,13.502,134.413,5869,1686,0.671,6,High-rise,92.35,9.24,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0143,1,143,-64.792,137.04,156.26,16.9,2641.41,134.2,2.95,-65.328,138.351,5147,1729,0.859,6,High-rise,100.65,10.07,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0144,1,144,40.496,-24.433,144.87,16.73,2424.34,114.58,2.89,40.546,-24.039,7960,1138,0.791,6,High-rise,85.94,8.59,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0145,1,145,-32.238,97.666,131.48,17.64,2319.48,125.38,4.92,-32.817,97.551,6392,1510,0.954,6,High-rise,94.04,9.4,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0146,1,146,-29.395,-155.65,95.17,19.81,1885.13,78.84,18.33,-29.365,-156.345,2939,1544,0.828,7,High-rise,59.13,5.91,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0147,1,147,-34.134,-96.037,15.06,3.47,52.25,13.93,0.44,-34.599,-95.724,386,137,0.925,1,Single-storey,10.45,1.04,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0148,1,148,86.357,117.949,52.02,5.19,269.95,48.06,1.82,86.474,118.839,723,383,0.924,2,Low-rise,36.04,3.6,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0149,1,149,106.314,21.961,40.68,5.04,204.98,36.54,2.66,105.892,22.215,787,284,0.898,2,Low-rise,27.4,2.74,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0150,1,150,-30.243,-146.107,103.95,4.35,452.45,90.24,1.69,-28.861,-145.841,1072,416,0.868,1,Low-rise,67.68,6.77,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0151,1,151,-23.191,-38.562,81.28,6.0,487.31,61.42,3.31,-22.926,-38.244,695,331,0.756,2,Low-rise,46.06,4.61,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0152,1,152,-19.84,-128.65,44.21,4.82,213.27,38.25,2.2,-20.217,-128.578,775,454,0.865,2,Low-rise,28.69,2.87,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0153,1,153,30.364,64.082,91.04,5.63,512.88,81.6,0.65,29.99,64.694,1357,512,0.896,2,Low-rise,61.2,6.12,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0154,1,154,77.358,118.608,86.2,5.82,501.4,62.42,2.54,76.301,119.337,999,400,0.724,2,Low-rise,46.82,4.68,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0155,1,155,113.17,64.866,39.52,8.54,337.4,34.89,2.11,112.967,65.113,764,283,0.883,3,Mid-rise,26.17,2.62,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0156,1,156,-85.339,-80.35,43.49,5.51,239.77,39.14,0.36,-85.257,-80.785,1073,243,0.9,2,Low-rise,29.36,2.94,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0157,1,157,40.862,132.976,24.65,3.44,84.9,20.6,1.26,40.589,133.73,381,132,0.836,1,Single-storey,15.45,1.54,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0158,1,158,-54.251,85.215,73.09,6.61,483.04,66.24,4.14,-54.469,85.41,1251,449,0.906,2,Low-rise,49.68,4.97,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0159,1,159,34.796,-4.736,83.38,15.12,1260.94,65.28,0.93,33.049,-4.45,4555,332,0.783,5,High-rise,48.96,4.9,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0160,1,160,28.385,130.501,143.29,18.86,2702.05,124.5,2.92,27.554,132.315,5274,1295,0.869,6,High-rise,93.38,9.34,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0161,1,161,114.065,115.152,72.63,8.05,584.35,46.79,0.42,113.559,115.619,1517,354,0.644,3,Mid-rise,35.09,3.51,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0162,1,162,-0.494,130.062,174.96,14.93,2612.43,121.4,3.69,0.667,132.462,4146,990,0.694,5,Mid-rise,91.05,9.1,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0163,1,163,-0.193,142.49,100.82,10.33,1041.63,52.88,3.85,1.109,141.551,1750,967,0.524,3,Mid-rise,39.66,3.97,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0164,1,164,78.233,-29.513,126.85,6.69,848.98,104.45,4.96,79.266,-28.679,2389,765,0.823,2,Low-rise,78.34,7.83,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0165,1,165,-45.85,-139.893,58.83,5.33,313.32,51.34,1.98,-45.632,-138.479,655,242,0.873,2,Low-rise,38.51,3.85,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0166,1,166,-56.785,-115.04,35.76,4.32,154.35,33.81,0.6,-56.761,-113.8,529,203,0.945,1,Low-rise,25.36,2.54,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0167,1,167,81.372,-107.785,17.73,5.05,89.5,13.36,1.72,81.447,-107.415,476,202,0.754,2,Low-rise,10.02,1.0,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0168,1,168,-59.947,-46.602,120.67,4.41,532.43,102.21,1.72,-61.19,-46.015,1216,669,0.847,1,Low-rise,76.66,7.67,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0169,1,169,62.265,-6.412,30.73,3.91,120.14,25.2,1.92,62.214,-6.798,294,127,0.82,1,Single-storey,18.9,1.89,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0170,1,170,18.642,109.844,33.04,4.15,137.18,23.89,2.84,18.39,110.477,1080,445,0.723,1,Low-rise,17.92,1.79,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0171,1,171,68.504,16.79,22.75,5.24,119.2,16.93,1.07,68.007,16.743,863,364,0.744,2,Low-rise,12.7,1.27,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0172,1,172,80.224,22.025,40.04,2.88,115.25,31.28,2.09,80.169,21.924,637,298,0.781,1,Single-storey,23.46,2.35,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0173,1,173,108.761,25.103,35.88,4.27,153.32,28.25,2.17,108.226,24.803,662,215,0.787,1,Low-rise,21.19,2.12,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0174,1,174,21.691,10.534,30.49,2.96,90.22,26.72,1.35,21.574,10.383,386,231,0.876,1,Single-storey,20.04,2.0,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0175,1,175,84.813,65.359,90.73,3.86,350.44,81.15,2.15,84.794,65.812,1040,479,0.894,1,Single-storey,60.86,6.09,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0176,1,176,57.14,18.393,118.7,13.41,1591.81,107.11,2.53,56.918,19.862,4835,1466,0.902,4,Mid-rise,80.33,8.03,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0177,1,177,49.782,16.37,19.59,4.48,87.77,16.97,1.57,50.323,16.428,393,141,0.866,1,Low-rise,12.73,1.27,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0178,1,178,-19.528,-152.655,90.11,4.4,396.73,60.81,2.32,-18.596,-152.487,939,477,0.675,1,Low-rise,45.61,4.56,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0179,1,179,-9.803,-147.905,44.15,4.34,191.44,40.37,1.99,-10.797,-148.681,715,392,0.914,1,Low-rise,30.28,3.03,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0180,1,180,-17.036,-132.524,23.52,2.97,69.86,18.65,0.87,-17.174,-132.148,422,158,0.793,1,Single-storey,13.99,1.4,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0181,1,181,17.986,-94.666,34.9,3.9,135.95,33.04,1.15,17.188,-94.226,404,199,0.947,1,Single-storey,24.78,2.48,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0182,1,182,90.693,112.747,28.9,3.91,113.0,25.14,1.49,90.056,113.146,474,249,0.87,1,Single-storey,18.86,1.89,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0183,1,183,83.132,123.808,29.38,3.84,112.67,21.34,2.28,83.466,123.867,226,138,0.726,1,Single-storey,16.0,1.6,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-01-0184,1,184,79.362,127.822,56.58,3.59,203.35,0.0,,,,680,0,0.0,1,Single-storey,0.0,0.0,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0000,2,0,-24.42,-147.774,204.62,15.04,3077.29,169.22,4.82,-23.109,-147.396,4893,2056,0.827,5,High-rise,126.92,12.69,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0001,2,1,-15.322,-112.1,166.23,13.01,2163.22,139.92,2.94,-14.842,-111.511,6048,2755,0.842,4,Mid-rise,104.94,10.49,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0002,2,2,37.265,-143.146,198.72,14.03,2787.78,163.12,2.69,37.35,-144.137,7062,2287,0.821,5,Mid-rise,122.34,12.23,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0003,2,3,-54.243,-111.997,196.08,13.51,2648.17,157.35,3.18,-54.462,-112.152,6961,3660,0.802,5,Mid-rise,118.01,11.8,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0004,2,4,-22.444,-127.748,185.74,14.48,2689.04,164.15,3.57,-22.401,-127.83,6525,3048,0.884,5,Mid-rise,123.11,12.31,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0005,2,5,-18.521,-29.723,214.76,20.84,4476.11,191.45,14.73,-18.785,-29.936,9570,2817,0.891,7,High-rise,143.59,14.36,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0006,2,6,-17.439,-45.806,217.89,9.69,2112.25,179.22,3.29,-16.18,-44.603,4519,1529,0.823,3,Mid-rise,134.42,13.44,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0007,2,7,1.856,-148.303,175.42,14.56,2554.56,153.35,3.64,2.504,-147.877,4620,1850,0.874,5,Mid-rise,115.01,11.5,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0008,2,8,-69.647,11.086,128.05,14.05,1799.61,106.02,4.76,-69.86,11.876,5108,2569,0.828,5,Mid-rise,79.52,7.95,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0009,2,9,42.047,-161.519,177.52,13.54,2402.95,140.59,3.34,42.594,-162.311,4538,1709,0.792,5,Mid-rise,105.44,10.54,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0010,2,10,-45.504,8.268,121.41,12.92,1568.87,102.51,3.32,-45.1,8.453,3812,1735,0.844,4,Mid-rise,76.88,7.69,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0011,2,11,-137.264,-64.16,269.64,13.96,3764.93,232.31,4.05,-137.627,-64.523,4819,3391,0.862,5,Mid-rise,174.23,17.42,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0012,2,12,22.905,-227.61,156.27,12.96,2024.66,125.0,2.98,22.695,-227.679,4172,1924,0.8,4,Mid-rise,93.75,9.38,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0013,2,13,19.117,-137.521,204.04,13.61,2776.12,187.8,3.63,18.721,-137.063,7396,2986,0.92,5,Mid-rise,140.85,14.08,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0014,2,14,4.02,-16.544,97.02,11.2,1086.68,86.14,2.81,4.106,-15.884,2654,834,0.888,4,Mid-rise,64.6,6.46,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0015,2,15,10.278,-110.42,194.73,13.14,2559.03,129.32,3.14,10.107,-110.961,5163,2004,0.664,4,Mid-rise,96.99,9.7,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0016,2,16,-42.475,-124.296,172.03,13.24,2278.36,147.47,3.52,-42.447,-124.322,5600,3010,0.857,4,Mid-rise,110.6,11.06,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0017,2,17,25.807,-124.082,125.4,7.28,912.68,88.68,2.13,26.231,-124.446,1910,773,0.707,2,Low-rise,66.51,6.65,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0018,2,18,-28.708,-62.58,201.65,13.87,2797.43,174.9,6.57,-29.126,-62.136,6003,2809,0.867,5,Mid-rise,131.18,13.12,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0019,2,19,-83.067,-87.442,182.77,13.78,2519.18,134.48,2.65,-83.698,-87.442,4572,2154,0.736,5,Mid-rise,100.86,10.09,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0020,2,20,62.173,-165.793,202.68,15.44,3129.53,192.61,9.39,62.811,-167.306,6832,2638,0.95,5,High-rise,144.46,14.45,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0021,2,21,-48.551,-13.62,275.03,16.27,4475.53,214.82,3.7,-48.83,-13.56,11238,3692,0.781,5,High-rise,161.12,16.11,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0022,2,22,-28.695,-104.506,156.33,14.01,2189.77,145.31,10.66,-28.843,-103.354,6367,3691,0.93,5,Mid-rise,108.98,10.9,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0023,2,23,85.121,-200.748,93.21,18.74,1746.63,69.99,3.28,85.875,-200.478,2728,1202,0.751,6,High-rise,52.49,5.25,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0024,2,24,-43.687,-95.658,275.38,14.35,3950.39,257.49,10.6,-43.414,-94.26,9806,4853,0.935,5,Mid-rise,193.12,19.31,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0025,2,25,9.101,-88.236,106.05,11.58,1228.15,97.67,4.33,8.961,-87.924,3262,1877,0.921,4,Mid-rise,73.25,7.32,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0026,2,26,71.166,-174.289,164.32,13.45,2209.34,151.53,9.77,71.139,-173.918,3151,1877,0.922,4,Mid-rise,113.65,11.36,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0027,2,27,-7.41,-98.542,176.58,13.89,2452.5,140.94,3.49,-7.04,-99.124,7171,2202,0.798,5,Mid-rise,105.7,10.57,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0028,2,28,-107.256,-97.501,171.9,18.69,3212.92,146.4,3.98,-108.883,-96.969,5262,2637,0.852,6,High-rise,109.8,10.98,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0029,2,29,52.509,-128.197,160.09,17.45,2794.15,142.05,4.16,53.03,-128.544,6205,2283,0.887,6,High-rise,106.54,10.65,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0030,2,30,48.174,-183.107,316.67,15.8,5002.66,286.21,4.45,50.091,-183.555,9712,4149,0.904,5,High-rise,214.66,21.47,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0031,2,31,74.098,-141.857,193.8,16.15,3130.0,156.85,3.65,75.144,-140.982,7667,3229,0.809,5,High-rise,117.64,11.76,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0032,2,32,-71.661,-97.967,205.08,18.65,3824.75,166.87,10.05,-71.883,-98.281,6453,3300,0.814,6,High-rise,125.15,12.52,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0033,2,33,-61.405,-9.98,151.73,7.34,1113.44,137.35,2.31,-60.771,-10.807,3079,1931,0.905,2,Low-rise,103.01,10.3,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0034,2,34,-34.932,-176.014,143.77,16.16,2322.62,121.5,5.56,-35.069,-175.856,4189,1558,0.845,5,High-rise,91.12,9.11,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0035,2,35,-117.085,-83.25,331.18,17.75,5879.62,272.62,6.36,-118.672,-85.252,6667,3830,0.823,6,High-rise,204.46,20.45,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0036,2,36,-1.755,-1.421,108.27,7.85,849.69,95.62,2.39,-1.573,-0.638,1619,626,0.883,3,Low-rise,71.72,7.17,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0037,2,37,87.244,-128.566,232.15,16.58,3848.9,168.67,7.38,86.664,-129.471,7316,2492,0.727,6,High-rise,126.5,12.65,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0038,2,38,35.473,-84.541,171.12,11.79,2017.09,140.77,3.17,35.755,-84.798,4603,1848,0.823,4,Mid-rise,105.58,10.56,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0039,2,39,-7.506,-58.953,176.4,13.94,2458.66,93.87,9.54,-7.593,-58.672,4337,1465,0.532,5,Mid-rise,70.4,7.04,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0040,2,40,70.816,-114.446,194.52,16.36,3182.1,153.07,12.12,70.694,-114.574,5912,1561,0.787,5,High-rise,114.8,11.48,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0041,2,41,-28.075,21.052,165.13,15.61,2577.11,154.1,13.29,-27.394,21.277,4586,1734,0.933,5,High-rise,115.57,11.56,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0042,2,42,70.869,-95.442,137.68,13.71,1888.14,120.2,3.62,72.157,-96.996,4254,1372,0.873,5,Mid-rise,90.15,9.02,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0043,2,43,-82.925,-140.56,142.52,5.09,724.9,99.63,3.61,-83.002,-140.957,982,582,0.699,2,Low-rise,74.72,7.47,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0044,2,44,-87.619,-6.057,107.8,9.51,1025.23,83.87,3.11,-87.583,-5.955,2108,1435,0.778,3,Mid-rise,62.9,6.29,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0045,2,45,-64.816,-141.638,194.68,19.69,3832.63,162.56,4.49,-64.612,-142.876,7053,3384,0.835,7,High-rise,121.92,12.19,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0046,2,46,-78.635,-40.121,160.76,16.7,2685.19,130.35,10.29,-78.432,-39.385,4323,1049,0.811,6,High-rise,97.76,9.78,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0047,2,47,-53.118,23.934,96.74,12.67,1225.63,78.19,2.86,-52.719,24.09,2808,1037,0.808,4,Mid-rise,58.64,5.86,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0048,2,48,-107.707,-31.185,147.31,14.14,2083.3,130.52,3.69,-109.98,-30.933,3252,1302,0.886,5,Mid-rise,97.89,9.79,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0049,2,49,62.741,-191.849,164.44,15.07,2477.51,146.07,5.72,62.755,-192.178,3615,1421,0.888,5,High-rise,109.55,10.96,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0050,2,50,59.06,-69.436,169.27,19.02,3220.06,134.93,4.73,60.359,-68.731,8401,2336,0.797,6,High-rise,101.2,10.12,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0051,2,51,0.015,-82.868,129.82,11.96,1553.07,104.46,4.49,0.322,-82.805,4352,2049,0.805,4,Mid-rise,78.34,7.83,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0052,2,52,13.084,-168.926,183.21,14.73,2698.48,168.72,3.89,12.609,-170.554,5064,1560,0.921,5,Mid-rise,126.54,12.65,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0053,2,53,-97.559,-66.654,135.8,11.08,1504.59,114.36,3.77,-98.815,-66.725,2148,1414,0.842,4,Mid-rise,85.77,8.58,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0054,2,54,44.402,-62.961,167.33,19.44,3252.17,135.79,4.12,45.07,-63.15,9069,2913,0.812,6,High-rise,101.84,10.18,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0055,2,55,66.98,-212.531,185.11,17.81,3297.01,157.08,5.71,67.755,-211.857,6125,1797,0.849,6,High-rise,117.81,11.78,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0056,2,56,18.841,-187.508,157.43,15.35,2416.21,118.87,2.94,18.688,-188.325,4511,1094,0.755,5,High-rise,89.15,8.92,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
